indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2001,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2002,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2003,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2004,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2005,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2006,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2007,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2008,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2009,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2010,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2011,49.44,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2011,31.18,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2011,51.01,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2011,44.52,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2011,11.46,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2011,12.52,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2011,13.78,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2011,122.32,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2011,195,"Angka Ramalan III"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2012,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2013,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1969,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1970,7898250,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1970,1456347,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1970,6441903,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1970,2938611,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1970,78692,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1970,380060,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1970,694732,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1970,357568,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1970,1398070,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1971,8324322,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1971,1431559,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1971,6892763,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1971,2626595,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1971,104431,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1971,375752,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1971,679625,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1971,356866,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1971,1406093,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1972,7897638,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1972,1295652,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1972,6601986,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1972,2160053,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1972,129683,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1972,353818,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1972,697500,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1972,337811,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1972,1468412,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1973,8403604,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1973,1340022,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1973,7063582,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1973,3433164,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1973,155619,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1973,415831,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1973,743657,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1973,378719,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1973,1428813,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1974,8508598,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1974,1168364,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1974,7340234,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1974,2666868,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1974,150238,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1974,408836,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1974,753499,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1974,330250,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1974,1509440,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1975,8495096,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1975,1160622,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1975,7334474,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1975,2444866,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1975,134762,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1975,474519,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1975,751689,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1975,310917,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1975,1410025,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1976,8368759,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1976,1139342,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1976,7229417,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1976,2095054,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1976,147647,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1976,414211,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1976,646336,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1976,301055,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1976,1353328,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1977,8359568,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1977,1157208,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1977,7202360,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1977,2566509,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1977,179575,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1977,507249,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1977,646121,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1977,326239,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1977,1363552,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1978,8929169,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1978,1230760,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1978,7698409,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1978,3024611,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1978,192781,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1978,506445,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1978,733142,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1978,300540,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1978,1302903,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1979,8803564,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1979,1128446,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1979,7675118,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1979,2593621,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1979,193534,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1979,473246,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1979,784489,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1979,286878,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1979,1439315,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1980,9005065,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1980,1181019,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1980,7824046,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1980,2734940,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1980,252271,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1980,506401,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1980,732346,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1980,276048,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1980,1412481,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1981,9381839,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1981,1190819,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1981,8191020,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1981,2955039,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1981,269960,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1981,507958,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1981,809978,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1981,274905,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1981,1387536,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1982,8988455,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1982,1115855,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1982,7872600,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1982,2061299,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1982,204375,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1982,461338,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1982,607788,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1982,219655,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1982,1323700,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1983,9162469,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1983,1175560,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1983,7986909,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1983,3002227,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1983,293066,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1983,480514,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1983,639876,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1983,280173,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1983,1220808,"Angka Tetap"
